uid,mod0,mod1,mod2,mod3,mod4,mod5
id-111,False,True,True,False,False,False
id-112,True,True,True,True,True,True
id-113,False,True,False,True,False,True
id-114,True,True,True,True,True,True
id-115,True,True,True,False,True,True
id-116,False,True,False,True,True,True
id-117,False,False,True,True,True,True
id-118,False,False,True,True,True,True
id-119,False,True,False,True,True,False
id-120,False,True,True,True,True,False
id-121,True,True,True,True,True,True
id-122,False,False,True,True,True,True
id-123,False,True,True,False,True,True
id-124,True,True,False,True,True,True
id-125,False,False,False,True,True,False
id-126,False,True,True,True,True,True
id-127,False,True,True,True,False,True
id-128,False,False,True,True,True,True
id-129,False,True,True,True,True,True
id-130,False,True,True,False,True,True
id-131,False,True,True,True,True,True
id-132,False,True,True,True,False,True
id-133,False,False,True,True,False,False
id-134,True,True,True,True,False,True
id-135,False,True,True,True,True,True
id-136,False,True,True,False,True,True
id-137,False,False,False,True,True,False
id-138,True,True,True,True,True,True
id-139,False,True,True,True,True,True
id-140,False,True,True,True,False,False
id-141,False,True,True,True,True,True
id-142,False,True,True,False,False,True
id-143,False,True,False,True,False,True
id-144,False,False,False,True,True,True
id-145,False,True,True,True,True,True
id-146,False,True,True,False,True,False
id-147,True,True,False,True,True,True
id-148,False,True,True,True,True,True
id-149,False,True,True,True,True,True
id-150,False,True,True,False,False,True
id-151,False,True,False,False,False,True
id-152,True,False,True,True,True,False
id-153,False,True,True,True,True,False
id-154,True,True,True,True,True,True
id-155,False,True,True,True,True,True
id-156,False,True,False,True,True,True
id-157,False,True,True,False,True,True
id-158,False,False,False,False,True,True
id-159,False,True,True,True,True,True
id-160,False,True,True,False,True,True
id-161,False,True,True,True,True,True
id-162,False,True,False,False,True,True
id-163,False,True,True,True,True,True
id-164,False,True,True,False,True,True
id-165,False,True,False,True,False,False
id-166,False,True,True,True,True,True
id-167,False,True,True,True,True,True
id-168,False,True,False,True,True,False
id-169,True,True,True,True,True,True
id-170,False,True,False,False,False,True
id-171,True,True,True,True,True,True
id-172,False,True,True,True,True,True
id-173,False,True,True,False,True,True
id-174,True,True,True,False,True,True
id-175,True,True,True,True,True,True
id-176,False,False,True,True,True,True
id-177,True,False,False,False,True,True
id-178,True,True,True,True,True,True
id-179,False,True,True,True,True,False
id-180,False,True,True,False,True,False
id-181,True,True,True,True,True,True
id-182,False,True,False,True,True,True
id-183,False,True,True,True,True,True
id-184,True,True,False,True,False,True
id-185,False,True,True,True,True,False
id-186,False,True,True,True,True,True
id-187,True,True,True,True,True,True
id-188,False,True,True,True,False,True
id-189,False,True,True,True,True,True
id-190,True,True,True,True,True,True
id-191,False,True,True,True,True,False
id-192,True,False,True,False,True,True
id-193,False,True,True,True,True,True
id-194,True,True,True,True,True,True
id-195,False,False,True,True,True,True
id-196,False,True,True,False,True,False
id-197,True,True,True,True,False,True
id-198,False,True,True,True,True,True
id-199,False,True,True,True,True,True
id-200,True,True,True,True,True,True
id-201,False,False,True,True,True,True
id-202,False,True,True,True,True,True
id-203,False,True,False,True,True,True
id-204,False,True,True,False,True,False
id-205,True,True,True,True,False,True
id-206,False,True,True,False,True,True
id-207,False,False,True,True,True,True
id-208,True,True,True,True,False,True
id-209,False,True,False,True,True,False
id-210,False,True,True,True,False,False
id-211,False,True,True,True,True,True
id-212,False,True,False,True,False,True
id-213,False,True,True,True,False,True
id-214,False,True,True,False,False,True
id-215,False,True,True,True,True,True
id-216,True,True,True,True,True,True
id-217,False,True,True,False,True,False
id-218,True,True,True,False,True,True
id-219,False,True,True,True,True,False
id-220,False,False,True,True,True,True
id-221,False,True,True,True,True,False
id-222,True,True,True,False,True,True
id-223,True,True,True,True,False,True
id-224,True,True,True,True,True,True
id-225,False,True,True,True,True,True
id-226,False,False,True,True,False,True
id-227,False,True,True,True,True,True
id-228,False,True,True,False,True,True
id-229,False,True,True,True,True,True
id-230,True,True,False,False,False,False
id-231,True,True,True,True,True,True
id-232,True,True,True,True,True,False
id-233,False,True,True,True,True,True
id-234,False,True,False,True,True,False
id-235,False,True,True,True,True,True
id-236,True,True,True,False,False,True
id-237,False,True,True,False,True,False
id-238,True,True,True,True,False,True
id-239,False,True,True,False,True,True
id-240,False,False,False,True,True,True
id-241,False,True,True,True,True,True
id-242,False,True,True,True,True,True
id-243,False,True,True,True,True,True
id-244,True,True,True,True,True,True
id-245,True,True,True,True,True,True
id-246,False,True,True,False,True,True
id-247,False,False,True,True,True,False
id-248,False,True,True,True,True,True
id-249,False,True,True,True,True,True
id-250,True,True,True,True,True,True
id-251,False,True,False,True,True,True
id-252,False,True,True,True,True,True
id-253,True,False,False,True,True,True
id-254,False,False,True,True,True,True
id-255,False,False,True,True,True,True
id-256,False,True,True,True,True,True
id-257,False,True,False,False,True,True
id-258,False,True,True,True,False,False
id-259,True,True,True,False,False,True
id-260,True,True,False,False,True,True
id-261,False,True,True,True,True,True
id-262,False,True,False,True,True,True
id-263,False,True,False,True,True,True
id-264,False,True,True,True,True,False
id-265,False,True,True,True,True,True
id-266,True,True,True,False,True,True
id-267,False,True,True,False,True,True
id-268,True,True,True,True,True,False
id-269,True,True,True,True,True,True
id-270,False,False,True,True,True,True
id-271,False,True,True,True,True,True
id-272,False,True,True,True,False,True
id-273,True,True,True,True,True,True
id-274,True,False,False,True,True,True
id-275,True,True,True,True,True,False
id-276,False,True,True,True,True,True
id-277,False,True,True,True,True,True
id-278,True,True,True,True,False,True
id-279,False,True,True,True,True,True
id-280,False,True,True,True,False,True
id-281,False,True,False,True,True,True
id-282,True,True,False,False,True,True
id-283,False,False,False,False,False,False
id-284,False,False,False,False,True,True
id-285,False,True,True,True,True,True
id-286,True,True,False,False,False,True
id-287,False,True,True,True,True,True
id-288,False,True,False,True,True,True
id-289,False,True,False,True,True,True
id-290,False,True,True,True,False,True
id-291,False,True,True,True,False,True
id-292,True,False,True,True,True,True
id-293,True,True,True,True,True,True
id-294,False,False,True,False,True,True
id-295,True,True,True,True,True,False
id-296,True,True,False,False,True,True
id-297,False,True,False,True,True,True
id-298,False,True,True,True,False,True
id-299,False,True,False,False,True,True
id-300,True,False,True,True,False,True
id-301,True,True,True,False,True,True
id-302,False,True,True,True,False,True
id-303,False,True,True,True,True,True
id-304,False,True,True,True,True,True
id-305,True,True,True,False,True,True
id-306,True,True,False,True,False,True
id-307,False,True,True,True,True,True
id-308,True,True,True,True,True,False
id-309,True,True,True,True,True,False
id-310,True,True,False,False,True,True
id-311,True,True,True,True,True,True
id-312,False,True,True,True,False,True
id-313,True,False,True,True,True,True
id-314,False,True,True,False,True,True
id-315,True,True,False,False,True,True
id-316,False,True,True,True,False,True
id-317,False,False,False,True,True,False
id-318,False,True,False,True,True,False
id-319,True,True,True,False,True,True
id-320,False,True,True,True,True,True
id-321,False,False,True,True,True,False
id-322,True,False,True,False,True,True
id-323,False,True,True,True,True,True
id-324,True,True,True,True,True,False
id-325,False,False,False,True,True,False
id-326,False,True,True,True,True,True
id-327,False,True,True,True,False,False
id-328,False,True,True,True,True,True
id-329,False,True,True,True,False,True
id-330,False,False,True,True,True,True
id-331,False,True,True,True,True,True
id-332,True,True,True,True,False,True
id-333,True,True,True,True,True,True
id-334,False,False,True,True,False,False
id-335,True,True,True,False,True,True
id-336,False,True,True,True,True,True
id-337,False,True,True,True,True,False
id-338,False,True,True,False,True,False
id-339,False,False,True,True,True,False
id-340,False,True,True,True,True,True
id-341,True,True,False,False,True,True
id-342,False,True,False,False,True,False
id-343,True,True,True,True,False,True
id-344,True,True,True,False,True,True
id-345,False,True,True,True,False,False
id-346,False,True,True,False,False,False
id-347,False,True,True,True,True,True
id-348,True,False,True,True,True,True
id-349,False,False,True,True,True,False
id-350,False,False,True,True,True,True
id-351,True,False,True,True,True,True
id-352,False,True,True,True,True,True
id-353,False,False,False,False,True,True
id-354,False,False,False,True,False,True
id-355,True,True,True,False,True,False
id-356,False,True,True,True,True,True
id-357,True,True,True,False,True,True
id-358,False,True,True,True,True,False
id-359,False,True,True,True,False,True
id-360,False,True,True,False,True,False
id-361,True,False,True,True,True,False
id-362,False,False,True,True,False,True
id-363,True,True,True,True,True,True
id-364,True,False,True,True,True,True
id-365,False,True,True,True,True,True
id-366,False,True,False,True,True,False
id-367,False,False,False,True,True,True
id-368,False,False,True,True,False,True
id-369,False,False,True,True,True,True
id-370,True,True,True,True,True,True
id-371,False,False,True,True,True,True
id-372,False,True,False,False,True,True
id-373,True,True,True,True,True,True
id-374,False,True,True,True,True,False
id-375,False,True,True,True,True,True
id-376,True,False,True,True,True,True
id-377,True,True,True,False,True,True
id-378,False,False,True,True,True,True
id-379,True,True,True,True,True,True
id-380,False,True,True,True,True,True
id-381,True,True,True,True,False,True
id-382,False,False,True,True,True,False
id-383,False,True,True,True,True,False
id-384,False,True,True,True,False,True
id-385,False,True,True,True,True,True
id-386,False,True,True,True,True,False
id-387,False,True,True,True,True,False
id-388,True,True,True,True,False,True
id-389,False,True,True,True,True,True
id-390,True,False,True,True,False,True
id-391,False,True,True,True,True,False
id-392,False,True,True,False,True,True
id-393,False,True,False,True,True,True
id-394,True,True,True,True,True,True
id-395,False,True,True,True,True,True
id-396,False,True,True,True,True,True
id-397,True,True,False,True,True,True
id-398,False,False,True,True,False,True
id-399,True,True,True,True,True,True
id-400,False,True,True,False,True,True
id-401,True,True,True,True,True,False
id-402,True,True,False,True,True,True
id-403,False,False,True,True,True,False
id-404,False,True,True,True,True,True
id-405,True,True,False,True,True,True
id-406,False,True,True,True,True,False
id-407,False,True,True,True,True,True
id-408,True,True,True,True,True,True
id-409,False,True,True,True,True,True
id-410,False,True,True,True,False,True
id-411,True,True,False,False,False,False
id-412,False,False,True,True,True,True
id-413,True,True,True,True,True,True
id-414,False,True,True,True,True,True
id-415,False,True,True,True,True,False
id-416,False,False,True,True,True,False
id-417,False,True,True,True,True,True
id-418,False,True,True,True,True,True
id-419,True,True,False,True,True,False
id-420,True,False,True,True,True,True
id-421,False,True,True,True,True,False
id-422,False,False,True,True,False,True
id-423,False,True,True,False,True,True
id-424,False,True,True,False,True,True
id-425,True,True,True,True,True,True
id-426,False,False,True,True,False,True
id-427,False,False,True,True,True,False
id-428,False,True,True,True,True,True
id-429,False,True,True,True,True,True
id-430,False,True,True,True,True,True
id-431,False,True,True,True,True,False
id-432,False,True,False,True,False,True
id-433,True,True,True,True,False,False
id-434,False,True,True,False,True,True
id-435,False,False,True,True,False,False
id-436,False,True,False,True,True,True
id-437,False,True,True,True,False,True
id-438,True,False,False,True,True,True
id-439,False,False,True,False,True,False
id-440,False,True,True,False,True,True
id-441,True,False,True,True,True,True
id-442,False,True,True,False,True,True
id-443,False,True,True,True,False,True
id-444,False,True,False,True,True,True
id-445,False,True,False,True,True,True
id-446,False,True,True,True,False,False
id-447,False,True,True,False,True,False
id-448,True,False,False,True,True,False
id-449,True,True,False,False,True,True
id-450,False,True,True,True,True,True
id-451,False,True,True,True,True,True
id-452,True,True,True,True,True,True
id-453,True,True,True,False,True,True
id-454,False,True,True,True,True,True
id-455,False,True,False,True,True,True
id-456,False,True,True,True,True,False
id-457,False,True,True,True,True,False
id-458,True,True,True,True,True,True
id-459,False,True,False,True,True,False
id-460,False,True,True,True,False,True
id-461,False,True,True,True,True,True
id-462,False,True,True,True,False,True
id-463,False,False,True,True,False,True
id-464,False,False,True,True,True,True
id-465,False,True,True,True,True,True
id-466,False,True,True,True,True,True
id-467,False,True,True,True,True,False
id-468,False,True,True,True,True,True
id-469,False,True,True,True,True,True
id-470,True,True,True,True,True,True
id-471,False,False,True,True,False,False
id-472,False,True,True,True,True,True
id-473,False,False,True,True,True,True
id-474,False,True,False,True,True,True
id-475,True,True,True,True,True,True
id-476,True,True,True,True,True,True
id-477,True,True,True,True,True,True
id-478,False,False,True,True,True,False
id-479,True,True,True,True,True,True
id-480,False,True,True,True,True,True
id-481,False,True,True,False,True,True
id-482,True,False,False,True,True,False
id-483,True,True,True,True,True,False
id-484,False,True,True,True,True,True
id-485,True,False,True,True,True,True
id-486,False,True,True,False,True,True
id-487,False,True,False,False,False,True
id-488,True,False,False,True,True,True
id-489,False,True,True,True,True,False
id-490,False,False,True,True,True,False
id-491,False,False,True,True,True,True
id-492,False,True,True,True,True,True
id-493,False,True,True,False,True,True
id-494,False,True,True,True,False,True
id-495,False,True,True,True,True,True
id-496,True,True,True,True,True,True
id-497,False,True,True,False,True,True
id-498,False,True,True,False,True,True
id-499,False,True,True,True,True,False
id-500,True,False,True,False,False,True
id-501,False,False,True,False,True,True
id-502,True,True,False,True,False,True
id-503,False,True,True,True,True,True
id-504,False,True,True,False,True,True
id-505,False,True,False,True,True,True
id-506,True,True,True,True,True,True
id-507,True,True,True,True,True,True
id-508,True,True,True,True,True,True
id-509,False,True,True,False,True,True
id-510,True,True,True,True,True,True
id-511,False,True,True,True,False,False
id-512,False,True,False,True,False,True
id-513,False,True,True,True,True,True
id-514,False,True,True,True,False,True
id-515,False,True,False,True,False,False
id-516,True,True,False,True,True,True
id-517,False,True,True,False,True,True
id-518,True,True,True,False,True,True
id-519,False,True,True,True,True,False
id-520,False,True,True,True,True,True
id-521,False,True,True,False,False,True
id-522,False,True,True,True,True,True
id-523,True,True,True,True,False,True
id-524,True,True,True,True,True,True
id-525,False,True,True,True,True,True
id-526,False,True,True,False,True,True
id-527,False,True,True,True,False,True
id-528,False,False,True,False,True,True
id-529,True,True,True,False,True,True
id-530,False,True,True,True,True,True
id-531,False,True,True,False,True,True
id-532,False,True,True,True,True,True
id-533,False,True,True,False,True,True
id-534,True,False,False,True,False,True
id-535,True,False,True,True,True,True
id-536,False,True,True,False,True,False
id-537,True,True,False,True,True,False
id-538,False,True,True,True,False,True
id-539,False,True,True,True,True,True
id-540,False,True,True,True,True,True
id-541,False,False,True,True,True,True
id-542,False,True,True,True,True,True
id-543,False,True,True,False,True,True
id-544,True,False,True,True,True,False
id-545,False,True,True,True,True,True
id-546,False,True,True,True,True,True
id-547,False,False,False,False,True,True
id-548,False,False,True,True,True,False
id-549,True,True,True,True,True,True
id-550,False,True,True,True,True,False
id-551,False,True,True,True,True,True
id-552,False,False,True,True,False,True
id-553,False,True,True,True,False,False
id-554,False,True,True,False,True,True
id-555,False,True,True,True,True,False
id-556,True,True,True,True,True,True
id-557,False,True,True,True,True,True
id-558,False,True,True,True,True,False
id-559,False,True,True,True,False,False
id-560,False,True,True,True,True,True
id-561,True,True,True,True,True,True
id-562,False,True,True,True,True,True
id-563,False,True,False,True,True,True
id-564,False,True,True,True,True,False
id-565,False,True,False,True,True,True
id-566,False,False,True,True,True,True
id-567,False,False,True,True,True,True
id-568,False,True,True,True,True,True
id-569,True,True,True,False,True,True
id-570,False,True,True,True,True,False
id-571,False,True,True,True,True,False
id-572,False,True,True,True,True,True
id-573,False,True,False,True,False,False
id-574,False,False,True,True,True,False
id-575,False,True,False,True,False,True
id-576,False,True,True,True,True,True
id-577,False,True,True,True,True,True
id-578,True,True,True,True,True,True
id-579,False,True,True,True,True,False
id-580,False,True,True,True,True,False
id-581,False,True,True,True,True,True
id-582,True,True,False,True,True,True
id-583,False,False,True,True,True,True
id-584,False,True,True,True,True,True
id-585,False,True,False,True,True,True
id-586,True,False,True,False,False,True
id-587,False,True,False,False,True,True
id-588,False,True,True,True,True,True
id-589,False,False,False,True,False,False
id-590,True,True,True,True,True,True
id-591,False,True,True,True,True,True
id-592,True,False,True,True,False,True
id-593,False,True,False,True,True,True
id-594,True,True,True,True,True,True
id-595,True,True,True,True,True,True
id-596,True,True,True,True,False,True
id-597,False,True,False,True,True,True
id-598,True,True,True,True,False,False
id-599,True,False,True,False,True,False
id-600,False,True,True,True,True,False
id-601,False,True,True,False,True,False
id-602,False,True,True,True,True,True
id-603,True,True,True,False,True,True
id-604,True,True,True,False,False,True
id-605,True,True,True,False,True,True
id-606,False,True,True,True,True,True
id-607,False,True,True,True,True,True
id-608,False,True,True,True,True,True
id-609,False,False,True,True,True,True
id-610,False,True,True,True,False,True
id-611,False,True,True,True,True,True
id-612,False,True,False,False,False,True
id-613,True,False,True,False,False,False
id-614,False,True,False,True,True,True
id-615,False,True,True,False,True,True
id-616,False,True,True,True,True,False
id-617,False,True,True,True,True,False
id-618,True,True,True,True,True,True
id-619,False,True,False,True,True,True
id-620,False,True,True,True,True,True
id-621,False,False,True,False,True,True
id-622,False,True,True,True,True,False
id-623,False,True,False,True,False,False
id-624,False,True,False,True,True,True
id-625,False,True,False,True,True,False
id-626,False,True,True,True,True,True
id-627,True,True,True,True,True,True
id-628,True,True,True,True,True,True
id-629,True,True,True,True,True,True
id-630,False,True,False,True,False,True
id-631,False,True,True,True,True,False
id-632,True,True,True,False,True,True
id-633,False,True,False,False,True,True
id-634,False,True,True,False,True,True
id-635,False,False,True,True,True,True
id-636,False,True,True,True,True,True
id-637,False,True,True,True,True,True
id-638,False,True,True,True,True,False
id-639,False,True,True,True,True,True
id-640,True,True,True,False,True,True
id-641,False,True,False,True,True,False
id-642,True,True,True,True,True,True
id-643,False,True,False,True,True,True
id-644,False,True,True,False,True,True
id-645,False,True,True,False,True,True
id-646,False,False,True,True,True,True
id-647,False,True,True,True,True,True
id-648,False,False,False,True,True,True
id-649,True,True,True,False,True,False
id-650,False,True,True,False,True,True
id-651,False,True,True,True,False,True
id-652,True,True,True,True,False,False
id-653,True,True,False,True,False,True
id-654,False,True,True,True,True,True
id-655,True,True,False,True,False,True
id-656,False,True,True,True,True,False
id-657,True,True,True,True,False,True
id-658,False,True,True,True,True,True
id-659,False,True,True,True,False,True
id-660,False,True,True,True,False,True
id-661,True,True,True,True,True,True
id-662,False,False,True,False,True,True
id-663,False,True,True,True,True,True
id-664,False,True,True,False,True,True
id-665,False,True,True,False,True,False
id-666,False,True,True,True,True,True
id-667,True,False,True,True,True,True
id-668,True,True,True,True,True,True
id-669,False,True,True,True,True,True
id-670,False,False,True,True,True,True
id-671,False,True,True,True,True,True
id-672,True,True,True,False,True,False
id-673,False,True,True,False,True,True
id-674,True,True,True,False,True,True
id-675,False,True,False,True,True,True
id-676,False,False,True,True,True,True
id-677,True,True,True,True,True,True
id-678,False,True,True,True,True,False
id-679,False,True,True,True,True,True
id-680,True,True,True,True,True,True
id-681,True,True,True,True,True,True
id-682,False,True,True,True,True,True
id-683,False,True,True,True,True,True
id-684,False,True,False,True,False,False
id-685,False,False,False,True,True,True
id-686,False,True,True,True,True,False
id-687,False,True,True,True,True,True
id-688,True,True,True,True,True,True
id-689,False,False,True,True,False,True
id-690,False,True,False,True,True,True
id-691,True,False,False,True,True,True
id-692,True,True,True,True,True,True
id-693,False,True,True,True,True,True
id-694,False,True,True,True,True,False
id-695,False,True,True,False,True,True
id-696,False,False,True,False,True,True
id-697,False,True,False,False,True,True
id-698,False,True,True,True,True,False
id-699,False,True,False,False,True,False
id-700,False,True,True,True,True,True
id-701,False,True,True,True,True,True
id-702,True,True,False,True,False,True
id-703,False,True,True,False,True,True
id-704,False,False,True,True,True,True
id-705,True,True,False,True,True,True
id-706,False,True,True,False,True,True
id-707,False,True,True,True,False,True
id-708,False,False,True,True,True,True
id-709,False,True,True,True,True,True
id-710,False,False,True,True,True,False
id-711,False,True,True,True,True,True
id-712,False,True,True,True,True,True
id-713,False,True,True,True,False,True
id-714,True,True,True,True,True,True
id-715,False,True,False,True,True,True
id-716,False,True,True,True,True,False
id-717,False,True,True,False,False,True
id-718,False,True,True,True,True,True
id-719,False,False,False,True,True,False
id-720,True,True,False,True,False,True
id-721,False,True,True,True,True,False
id-722,False,True,False,True,True,True
id-723,True,False,True,True,False,True
id-724,False,False,True,False,False,True
id-725,True,True,True,True,True,True
id-726,True,False,False,True,False,True
id-727,True,True,False,True,True,False
id-728,False,True,True,True,True,True
id-729,False,True,True,False,True,True
id-730,False,False,True,False,True,True
id-731,False,True,True,True,True,True
id-732,False,True,True,True,True,True
id-733,False,False,True,True,True,True
id-734,False,True,True,True,False,True
id-735,True,True,True,False,True,True
id-736,False,False,True,True,True,True
id-737,False,True,True,True,True,True
id-738,False,True,False,True,True,False
id-739,False,True,True,True,False,True
id-740,False,True,True,True,True,True
id-741,False,False,False,True,False,True
id-742,False,True,True,True,True,True
id-743,True,True,True,True,False,True
id-744,False,True,False,True,True,True
id-745,True,True,True,True,True,True
id-746,True,True,False,True,True,False
id-747,False,True,True,False,True,False
id-748,True,True,True,True,True,True
id-749,False,True,True,False,True,True
id-750,False,True,False,True,True,True
id-751,False,True,True,True,True,True
id-752,False,True,True,True,True,True
id-753,False,True,True,False,True,True
id-754,False,True,True,True,True,True
id-755,False,True,False,False,True,True
id-756,True,False,True,True,False,False
id-757,False,True,True,False,True,True
id-758,False,True,True,True,True,True
id-759,False,True,False,True,False,True
id-760,False,True,True,True,True,True
id-761,False,True,True,False,False,True
id-762,True,True,True,True,True,False
id-763,False,True,True,True,True,True
id-764,False,True,False,True,True,True
id-765,True,True,True,True,True,False
id-766,False,False,True,True,False,True
id-767,False,True,False,True,True,False
id-768,False,True,True,True,True,False
id-769,True,True,True,True,True,False
id-770,False,False,False,True,True,True
id-771,False,True,True,True,True,True
id-772,False,True,False,True,True,True
id-773,False,True,False,False,True,True
id-774,True,False,True,False,False,True
id-775,False,True,False,True,True,True
id-776,False,True,True,True,False,True
id-777,True,True,True,True,False,True
id-778,False,True,False,True,True,False
id-779,False,True,True,True,True,True
id-780,False,True,True,True,True,False
id-781,False,True,True,True,True,True
id-782,False,False,True,True,True,True
id-783,False,True,True,False,False,True
id-784,False,True,True,True,True,False
id-785,False,True,True,False,True,True
id-786,True,True,True,True,True,True
id-787,False,True,False,True,True,False
id-788,False,True,True,True,True,False
id-789,False,False,True,True,True,False
id-790,False,False,True,False,False,True
id-791,False,True,True,True,True,True
id-792,False,True,False,False,True,True
id-793,False,True,True,True,False,True
id-794,False,False,True,True,False,True
id-795,False,True,False,True,True,True
id-796,True,False,True,True,True,True
id-797,False,True,True,False,True,False
id-798,False,True,True,True,True,True
id-799,False,True,True,True,False,True
id-800,True,True,True,True,True,True
id-801,False,True,False,False,True,True
id-802,True,True,True,True,True,True
id-803,False,False,False,True,True,True
id-804,True,False,False,False,True,False
id-805,False,True,True,False,True,False
id-806,True,True,True,True,True,True
id-807,True,True,True,True,False,True
id-808,False,True,False,True,True,True
id-809,False,True,True,True,True,True
id-810,True,True,True,True,True,True
id-811,False,True,False,False,True,True
id-812,False,False,True,True,True,True
id-813,False,True,False,True,True,True
id-814,False,True,True,False,True,True
id-815,False,True,True,True,True,False
id-816,False,True,True,True,True,True
id-817,False,True,False,True,True,True
id-818,True,True,True,True,True,True
id-819,False,True,False,False,True,True
id-820,False,True,True,True,False,True
id-821,True,True,True,True,True,True
id-822,False,True,False,True,True,True
id-823,False,True,True,True,True,False
id-824,False,True,False,True,True,True
id-825,False,True,False,True,True,False
id-826,False,True,False,True,True,True
id-827,False,True,True,True,True,True
id-828,True,True,True,True,False,True
id-829,False,True,True,True,True,True
id-830,False,True,True,True,True,False
id-831,False,True,True,True,True,True
id-832,False,True,False,True,False,True
id-833,False,True,True,True,False,True
id-834,True,True,True,False,False,True
id-835,True,True,False,True,True,False
id-836,False,False,True,True,True,True
id-837,False,True,True,True,True,True
id-838,True,True,True,True,True,True
id-839,False,False,True,True,True,False
id-840,False,True,False,True,True,True
id-841,False,False,False,True,True,True
id-842,False,True,True,False,True,True
id-843,True,True,True,True,True,True
id-844,True,True,True,True,True,False
id-845,False,True,True,True,True,True
id-846,False,True,True,True,True,True
id-847,True,False,True,True,True,False
id-848,False,True,True,True,True,True
id-849,False,True,False,True,True,True
id-850,False,True,True,True,False,True
id-851,False,True,True,True,False,True
id-852,False,True,True,True,True,True
id-853,False,True,True,True,False,True
id-854,True,True,True,True,True,True
id-855,False,False,True,True,True,True
id-856,True,True,True,True,False,False
id-857,True,False,True,False,True,True
id-858,False,True,True,False,True,True
id-859,False,False,True,True,True,True
id-860,False,True,False,False,True,True
id-861,True,True,True,True,True,True
id-862,False,True,True,True,True,True
id-863,False,True,True,False,True,True
id-864,False,True,True,True,True,True
id-865,False,False,False,False,True,True
id-866,False,True,False,False,False,True
id-867,False,False,False,True,True,True
id-868,False,True,True,True,True,True
id-869,False,False,True,True,True,True
id-870,False,True,True,True,False,True
id-871,False,False,True,True,False,True
