uid,mod0,mod1,mod2,mod3
id-196,True,True,True,True
id-197,False,False,False,True
id-198,False,True,False,True
id-199,False,False,True,False
id-200,False,False,True,False
id-201,False,False,False,True
id-202,False,False,False,True
id-203,True,False,False,False
id-204,True,False,True,True
id-205,False,True,False,False
id-206,False,False,False,True
id-207,False,False,True,False
id-208,False,True,False,False
id-209,True,False,False,False
id-210,True,True,False,True
id-211,False,False,True,False
id-212,False,True,False,False
id-213,True,False,False,False
id-214,True,False,False,False
id-215,True,False,False,False
id-216,True,False,False,False
id-217,False,True,False,False
id-218,False,False,True,False
id-219,False,False,True,False
id-220,True,False,False,False
id-221,False,True,False,False
id-222,False,True,False,False
id-223,False,False,True,False
id-224,False,True,False,False
id-225,True,False,False,False
id-226,True,False,False,False
id-227,False,False,False,True
id-228,True,False,False,False
id-229,True,True,True,False
id-230,False,False,False,True
id-231,False,False,True,False
id-232,False,True,False,False
id-233,False,False,True,False
id-234,False,False,True,False
id-235,False,True,False,False
id-236,False,True,False,False
id-237,True,False,True,True
id-238,True,False,False,False
id-239,False,False,False,True
id-240,True,True,True,True
id-241,False,False,False,True
id-242,False,False,True,False
id-243,False,True,False,False
id-244,False,True,False,False
id-245,True,False,False,False
id-246,True,True,True,True
id-247,True,False,False,False
id-248,False,True,False,False
id-249,False,True,False,False
id-250,False,True,False,False
id-251,True,False,False,False
id-252,True,False,True,True
id-253,False,False,False,True
id-254,True,True,False,False
id-255,True,False,False,False
id-256,False,False,False,True
id-257,False,False,False,True
id-258,False,False,False,True
id-259,False,False,True,False
id-260,False,True,False,False
id-261,True,True,True,False
id-262,True,False,False,False
id-263,False,False,False,True
id-264,False,False,True,False
id-265,False,False,True,False
id-266,False,False,False,True
id-267,False,False,False,True
id-268,True,False,False,False
id-269,False,False,True,True
id-270,False,False,True,False
id-271,False,False,False,True
id-272,False,False,False,True
id-273,False,False,False,True
id-274,False,False,True,False
id-275,False,True,False,False
id-276,False,False,True,False
id-277,True,False,False,False
id-278,True,False,False,False
id-279,False,False,False,True
id-280,False,False,True,False
id-281,True,False,True,False
id-282,False,False,True,False
id-283,True,True,False,True
id-284,False,True,False,True
id-285,True,False,False,False
id-286,True,False,False,False
id-287,False,False,True,False
id-288,True,False,False,False
id-289,False,False,False,True
id-290,True,False,False,False
id-291,False,False,False,True
id-292,False,False,False,True
id-293,False,False,False,True
id-294,True,False,False,False
id-295,True,False,False,False
id-296,False,True,False,False
id-297,False,False,True,False
id-298,True,True,True,True
id-299,True,False,False,False
id-300,True,False,True,True
id-301,False,False,True,False
id-302,False,True,False,False
id-303,True,True,False,False
id-304,False,True,True,True
id-305,True,False,False,False
id-306,True,False,False,True
id-307,False,False,True,False
id-308,False,True,False,False
id-309,False,False,True,False
id-310,False,True,False,False
id-311,False,True,False,False
id-312,False,False,True,False
id-313,False,False,False,True
id-314,False,True,False,False
id-315,False,False,False,True
id-316,True,False,False,False
id-317,True,True,True,False
id-318,False,False,True,False
id-319,False,False,False,True
id-320,False,False,False,True
id-321,True,True,True,True
id-322,False,False,False,True
id-323,True,False,False,False
id-324,False,False,False,True
id-325,True,False,True,False
id-326,False,False,True,False
id-327,False,True,False,True
id-328,False,False,False,True
id-329,False,False,False,True
id-330,True,False,True,False
id-331,False,True,False,False
id-332,True,False,False,False
id-333,True,True,True,True
id-334,False,True,False,False
id-335,True,False,False,False
id-336,True,True,True,True
id-337,True,True,False,True
id-338,False,False,True,False
id-339,False,True,True,False
id-340,True,False,False,False
id-341,True,False,False,False
id-342,False,False,False,True
id-343,False,True,False,False
id-344,False,False,False,True
id-345,True,False,False,False
id-346,True,False,True,True
id-347,True,False,False,False
id-348,False,False,False,True
id-349,False,False,True,False
id-350,True,False,True,True
id-351,True,False,False,False
id-352,True,True,True,False
id-353,False,True,False,False
id-354,True,True,True,True
id-355,False,False,False,True
id-356,True,False,True,False
id-357,False,True,False,False
id-358,False,False,False,True
id-359,False,True,False,False
id-360,False,True,False,False
id-361,False,True,False,False
id-362,False,False,False,True
id-363,False,False,True,False
id-364,False,True,True,False
id-365,False,False,True,False
id-366,False,False,False,True
id-367,True,False,False,False
id-368,False,True,False,False
id-369,False,True,False,False
id-370,False,True,False,False
id-371,False,False,False,True
id-372,False,False,True,False
id-373,False,False,True,False
id-374,False,False,False,True
id-375,True,False,False,True
id-376,False,False,True,False
id-377,True,False,False,False
id-378,False,True,False,False
id-379,True,False,False,False
id-380,False,True,False,False
id-381,False,True,False,True
id-382,False,True,False,True
id-383,False,False,True,False
id-384,False,True,False,False
id-385,False,False,True,False
id-386,False,False,True,False
id-387,True,False,True,True
id-388,True,False,True,True
id-389,False,False,True,False
id-390,False,False,True,False
id-391,False,True,False,False
id-392,False,False,True,False
id-393,False,False,False,True
id-394,True,False,False,False
id-395,False,False,True,False
id-396,True,False,False,False
id-397,False,True,False,False
id-398,True,False,False,False
id-399,False,True,False,False
id-400,False,True,False,False
id-401,False,False,True,False
id-402,True,False,False,False
id-403,True,True,True,True
id-404,False,True,False,False
id-405,False,False,True,False
id-406,False,False,False,True
id-407,True,False,False,False
id-408,True,False,False,False
id-409,True,False,True,False
id-410,False,True,False,False
id-411,False,True,False,False
id-412,False,True,False,False
id-413,True,False,False,False
id-414,False,False,False,True
id-415,False,True,False,False
id-416,True,False,True,False
id-417,False,False,False,True
id-418,False,False,False,True
id-419,False,False,True,False
id-420,False,False,True,True
id-421,False,False,False,True
id-422,False,True,False,False
id-423,False,False,True,False
id-424,False,True,False,False
id-425,True,False,False,False
id-426,False,False,False,True
id-427,False,False,False,True
id-428,False,False,True,False
id-429,True,False,False,False
id-430,False,True,False,False
id-431,False,False,True,False
id-432,False,True,False,False
id-433,True,False,False,False
id-434,False,False,True,False
id-435,False,False,False,True
id-436,False,True,False,False
id-437,False,False,False,True
id-438,True,False,False,True
id-439,False,True,False,False
id-440,False,False,True,False
id-441,False,False,True,True
id-442,True,True,True,False
id-443,False,True,False,False
id-444,True,False,False,False
id-445,False,False,False,True
id-446,False,False,True,False
id-447,True,False,False,False
id-448,False,True,False,False
id-449,True,True,True,False
id-450,True,False,False,False
id-451,False,False,False,True
id-452,False,True,False,False
id-453,False,False,False,True
id-454,False,False,True,False
id-455,True,False,False,False
id-456,False,False,False,True
id-457,True,True,True,False
id-458,False,False,True,False
id-459,False,False,False,True
id-460,False,False,False,True
id-461,True,False,False,False
id-462,True,True,True,True
id-463,False,False,False,True
id-464,True,False,False,False
id-465,False,False,False,True
id-466,True,False,False,False
id-467,False,False,True,False
id-468,False,True,False,False
id-469,True,False,False,False
id-470,True,False,False,False
id-471,False,False,True,False
id-472,False,False,True,False
id-473,False,False,True,False
id-474,True,False,False,False
id-475,False,False,True,False
id-476,False,True,False,False
id-477,False,False,False,True
id-478,False,False,True,False
id-479,False,False,True,False
id-480,False,False,False,True
id-481,True,False,False,False
id-482,False,True,False,False
id-483,False,False,True,False
id-484,False,True,False,False
id-485,False,False,True,False
id-486,True,False,False,False
id-487,False,True,False,False
id-488,True,True,False,True
id-489,False,False,True,False
id-490,False,False,True,False
id-491,False,False,False,True
id-492,True,False,False,False
id-493,False,True,False,False
id-494,False,True,False,False
id-495,False,True,False,False
id-496,False,False,False,True
id-497,True,False,True,True
id-498,False,False,False,True
id-499,True,False,False,False
id-500,True,False,False,False
id-501,True,False,False,False
id-502,True,False,False,False
id-503,False,True,False,False
id-504,False,False,False,True
id-505,True,False,False,False
id-506,False,True,False,False
id-507,False,True,False,False
id-508,True,True,False,True
id-509,True,False,False,False
id-510,True,False,False,True
id-511,False,True,False,False
id-512,False,True,False,False
id-513,True,True,True,False
id-514,False,False,True,True
id-515,False,False,True,False
id-516,False,True,False,False
id-517,False,True,False,False
id-518,True,False,False,False
id-519,False,False,False,True
id-520,True,True,False,True
id-521,False,False,True,False
id-522,False,False,False,True
id-523,False,True,False,False
id-524,False,False,True,False
id-525,False,False,False,True
id-526,False,False,True,False
id-527,False,True,False,False
id-528,False,True,False,False
id-529,False,False,True,False
id-530,False,True,False,False
id-531,False,True,False,False
id-532,False,False,True,False
id-533,True,False,False,False
id-534,False,False,True,False
id-535,True,False,False,False
id-536,True,False,True,False
id-537,False,False,False,True
id-538,False,True,False,False
id-539,False,False,False,True
id-540,False,True,False,False
id-541,False,False,True,False
id-542,True,False,False,False
id-543,True,False,False,False
id-544,False,True,False,False
id-545,False,True,False,False
id-546,False,False,False,True
id-547,False,False,False,True
id-548,True,False,False,False
id-549,False,False,True,False
id-550,True,False,False,True
id-551,True,True,True,False
id-552,False,True,True,True
id-553,False,True,True,True
id-554,True,False,False,False
id-555,False,False,False,True
id-556,False,False,True,False
id-557,True,False,False,False
id-558,True,False,False,False
id-559,True,False,False,False
id-560,False,False,False,True
id-561,True,True,True,True
id-562,False,False,False,True
id-563,False,False,False,True
id-564,False,False,True,False
id-565,False,True,False,False
id-566,True,True,True,True
id-567,False,False,False,True
id-568,False,False,False,True
id-569,False,False,False,True
id-570,False,True,False,False
id-571,False,True,False,False
id-572,False,False,False,True
id-573,False,True,False,False
id-574,False,False,True,False
id-575,True,False,False,False
id-576,False,False,True,False
id-577,False,True,False,False
id-578,False,True,False,False
id-579,True,True,False,False
id-580,True,True,True,True
id-581,True,False,False,False
id-582,False,False,True,False
id-583,False,False,False,True
id-584,False,True,False,False
id-585,False,False,True,False
id-586,False,False,True,False
id-587,False,False,True,False
id-588,True,False,False,False
id-589,False,False,False,True
id-590,True,False,False,False
id-591,False,False,False,True
id-592,False,False,False,True
id-593,False,True,False,False
id-594,False,False,True,False
id-595,False,False,True,False
id-596,False,True,True,True
id-597,False,False,False,True
id-598,False,True,False,False
id-599,False,False,True,False
id-600,False,False,False,True
id-601,False,False,True,False
id-602,True,True,False,False
id-603,False,False,False,True
id-604,False,True,False,False
id-605,True,False,False,False
id-606,True,False,False,True
id-607,False,True,False,False
id-608,False,False,True,False
id-609,False,True,False,False
id-610,False,True,False,False
id-611,False,False,False,True
id-612,True,False,False,False
id-613,True,False,False,False
id-614,True,False,False,False
id-615,False,False,False,True
id-616,False,False,True,False
id-617,False,False,True,False
id-618,False,False,False,True
id-619,False,True,False,False
id-620,False,False,True,True
id-621,False,False,True,False
id-622,False,True,False,False
id-623,False,False,True,False
id-624,False,False,True,False
id-625,False,False,False,True
id-626,True,False,False,False
id-627,False,False,True,False
id-628,False,True,False,False
id-629,True,False,False,False
id-630,False,False,True,False
id-631,True,False,False,False
id-632,False,False,False,True
id-633,False,True,False,False
id-634,False,True,False,False
id-635,False,False,False,True
id-636,False,False,False,True
id-637,False,False,True,False
id-638,False,True,False,False
id-639,False,True,False,False
id-640,False,True,False,False
id-641,False,False,True,False
id-642,True,False,False,False
id-643,False,True,False,False
id-644,False,True,False,False
id-645,False,False,False,True
id-646,False,False,True,False
id-647,True,True,True,False
id-648,False,True,False,False
id-649,False,False,True,False
id-650,False,True,True,True
id-651,False,False,False,True
id-652,False,True,False,False
id-653,False,False,False,True
id-654,True,True,True,True
id-655,False,False,False,True
id-656,False,True,False,False
id-657,False,False,False,True
id-658,True,False,False,False
id-659,False,True,False,False
id-660,False,False,True,False
id-661,False,True,True,True
id-662,True,False,False,False
id-663,False,True,False,True
id-664,False,False,True,False
id-665,False,False,False,True
id-666,True,True,True,True
id-667,True,False,False,False
id-668,False,False,True,False
id-669,False,False,True,False
id-670,False,True,False,False
id-671,False,True,False,False
id-672,False,False,False,True
id-673,False,True,False,False
id-674,False,True,False,False
id-675,True,False,True,False
id-676,False,False,True,False
id-677,False,True,False,False
id-678,False,True,False,False
id-679,False,False,True,False
id-680,True,False,False,False
id-681,True,False,False,False
id-682,True,True,True,True
id-683,True,False,False,False
id-684,False,False,False,True
id-685,False,True,True,True
id-686,False,False,True,False
id-687,True,False,False,False
id-688,False,False,True,False
id-689,True,True,True,True
id-690,True,False,False,False
id-691,False,True,True,True
id-692,False,False,False,True
id-693,True,False,False,False
id-694,False,False,True,False
id-695,False,True,False,False
id-696,True,True,False,True
id-697,False,False,True,True
id-698,True,False,False,False
id-699,True,False,False,False
id-700,True,False,False,False
id-701,True,False,False,False
id-702,True,True,True,False
id-703,False,False,True,False
id-704,True,False,False,False
id-705,False,False,False,True
id-706,True,True,False,True
id-707,False,False,True,False
id-708,True,False,False,False
id-709,False,False,True,False
id-710,True,False,False,False
id-711,False,True,False,False
id-712,False,False,True,False
id-713,False,True,False,False
id-714,False,False,True,False
id-715,False,False,True,False
id-716,False,False,True,False
id-717,False,True,False,False
id-718,True,False,False,False
id-719,True,False,False,False
id-720,False,True,False,False
id-721,False,True,True,True
id-722,True,False,False,False
id-723,False,False,False,True
id-724,False,True,False,False
id-725,True,False,False,False
id-726,False,False,False,True
id-727,False,False,True,False
id-728,True,False,False,False
id-729,True,False,False,False
id-730,False,False,False,True
id-731,False,False,False,True
id-732,False,True,True,True
id-733,True,False,False,True
id-734,False,False,True,False
id-735,True,True,True,False
id-736,True,False,False,False
id-737,True,False,False,True
id-738,False,False,True,False
id-739,True,True,True,True
id-740,False,True,False,False
id-741,False,False,False,True
id-742,False,True,False,False
id-743,False,True,False,False
id-744,True,True,True,True
id-745,False,True,False,False
id-746,True,False,False,False
id-747,False,False,False,True
id-748,False,False,False,True
id-749,True,True,True,True
id-750,False,True,True,False
id-751,False,True,False,False
id-752,False,False,True,False
id-753,True,False,False,False
id-754,False,False,False,True
id-755,False,False,False,True
id-756,False,False,True,False
id-757,True,False,False,False
id-758,True,True,False,True
id-759,True,True,True,True
id-760,True,True,False,False
id-761,False,True,False,False
id-762,False,True,False,False
id-763,False,True,False,False
id-764,True,False,False,False
id-765,False,False,True,True
id-766,False,True,False,False
id-767,True,False,False,False
id-768,True,False,False,True
id-769,True,False,False,False
id-770,True,True,False,True
id-771,False,False,True,False
id-772,False,False,False,True
id-773,False,True,False,False
id-774,False,True,False,False
id-775,False,True,False,False
id-776,False,False,False,True
id-777,False,True,False,False
id-778,False,False,False,True
id-779,False,False,False,True
id-780,True,False,False,False
id-781,False,False,False,True
id-782,False,False,True,False
id-783,False,False,False,True
id-784,False,True,False,False
id-785,False,False,True,True
id-786,False,True,False,False
id-787,False,False,False,True
id-788,True,False,False,False
id-789,False,False,True,False
id-790,False,True,False,False
id-791,False,False,True,False
id-792,False,False,True,False
id-793,False,False,True,False
id-794,True,False,False,False
id-795,False,True,True,True
id-796,False,False,False,True
id-797,False,False,True,False
id-798,False,True,False,False
id-799,False,True,False,False
id-800,True,False,True,False
id-801,False,False,True,False
id-802,False,False,False,True
id-803,False,False,True,False
id-804,True,False,False,False
id-805,False,True,False,False
id-806,False,False,False,True
id-807,False,False,True,False
id-808,False,True,False,False
id-809,True,True,False,True
id-810,True,True,True,True
id-811,False,False,True,False
id-812,True,False,False,False
id-813,False,False,False,True
id-814,True,True,False,True
id-815,False,False,True,False
id-816,False,True,False,False
id-817,False,False,True,False
id-818,False,False,False,True
id-819,False,True,False,False
id-820,False,False,True,True
id-821,False,True,False,False
id-822,True,True,False,True
id-823,True,False,False,False
id-824,False,False,False,True
id-825,False,True,False,False
id-826,False,False,True,False
id-827,True,True,False,True
id-828,True,False,False,False
id-829,False,False,False,True
id-830,False,True,False,False
id-831,False,True,False,False
id-832,False,True,False,False
id-833,False,True,False,False
id-834,False,True,True,False
id-835,False,False,False,True
id-836,False,False,False,True
id-837,True,False,False,False
id-838,False,False,True,False
id-839,True,True,False,False
id-840,False,False,True,False
id-841,False,True,False,True
id-842,False,False,True,False
id-843,True,False,False,False
id-844,False,False,True,False
id-845,True,True,True,True
id-846,True,True,True,True
id-847,False,True,False,False
id-848,False,False,True,False
id-849,True,False,False,False
id-850,False,False,False,True
id-851,False,True,False,False
id-852,False,True,True,True
id-853,True,True,False,True
id-854,True,True,True,True
id-855,False,True,False,False
id-856,False,False,True,True
id-857,False,False,False,True
id-858,True,False,False,False
id-859,False,False,True,False
id-860,True,False,False,False
id-861,False,False,True,False
id-862,False,False,False,True
id-863,True,True,False,True
id-864,True,False,True,False
id-865,False,False,True,False
id-866,True,False,False,False
id-867,False,False,True,False
id-868,False,False,False,True
id-869,True,True,False,True
id-870,False,False,True,False
id-871,False,False,False,True
id-872,False,True,False,False
id-873,False,True,False,False
id-874,False,False,False,True
id-875,False,False,False,True
id-876,True,False,False,False
id-877,False,True,False,False
id-878,True,True,True,False
id-879,True,True,True,False
id-880,False,False,True,False
id-881,False,True,False,False
id-882,False,True,False,False
id-883,True,True,False,True
id-884,False,True,True,True
id-885,True,True,False,False
id-886,False,False,False,True
id-887,False,False,True,False
id-888,False,False,True,False
id-889,False,True,False,False
id-890,True,True,False,True
id-891,False,True,True,True
id-892,False,False,True,False
id-893,False,True,False,False
id-894,True,False,True,True
id-895,False,False,False,True
id-896,False,False,True,False
id-897,True,False,False,False
id-898,True,True,True,True
id-899,False,True,True,False
id-900,True,True,True,True
id-901,False,True,False,False
id-902,True,False,False,False
id-903,False,True,False,False
id-904,False,True,False,False
id-905,False,False,True,False
id-906,True,False,False,False
id-907,True,False,False,False
id-908,True,True,True,False
id-909,False,False,True,False
id-910,False,False,True,False
id-911,False,False,True,False
id-912,False,True,False,False
id-913,False,True,False,False
id-914,True,False,True,False
id-915,False,False,False,True
id-916,False,True,False,False
id-917,False,True,True,False
id-918,False,True,False,False
id-919,False,False,True,False
id-920,False,False,False,True
id-921,False,False,False,True
id-922,False,True,False,False
id-923,False,True,False,False
id-924,True,False,False,False
id-925,True,False,False,False
id-926,False,False,True,False
id-927,False,True,False,False
id-928,False,True,False,False
id-929,True,True,True,True
id-930,False,False,False,True
id-931,False,True,False,False
id-932,False,True,True,True
id-933,False,True,False,False
id-934,True,True,False,False
id-935,False,True,False,False
id-936,False,True,False,True
id-937,False,True,False,False
id-938,False,False,True,False
id-939,True,False,True,True
id-940,False,False,True,False
id-941,False,False,True,False
id-942,True,False,False,False
id-943,False,False,True,True
id-944,False,False,False,True
id-945,False,False,False,True
id-946,True,False,False,True
id-947,False,True,True,False
id-948,True,False,False,False
id-949,True,False,False,False
id-950,True,True,True,False
id-951,False,False,False,True
id-952,False,False,False,True
id-953,False,True,False,False
id-954,False,False,False,True
id-955,True,False,False,False
id-956,False,True,False,False
id-957,True,True,False,False
id-958,False,False,False,True
id-959,False,False,False,True
id-960,True,False,False,False
id-961,True,False,True,True
id-962,False,True,True,False
id-963,False,True,False,False
id-964,True,False,False,False
id-965,False,False,True,False
id-966,False,False,False,True
id-967,False,True,False,False
id-968,False,False,False,True
id-969,True,False,True,True
id-970,False,True,False,False
id-971,True,False,False,False
id-972,True,False,False,True
id-973,False,True,False,False
id-974,True,False,False,False
id-975,False,True,False,False
id-976,True,False,False,False
id-977,True,False,False,True
id-978,False,True,False,False
id-979,False,False,True,False
id-980,False,False,False,True
id-981,False,False,True,False
id-982,False,False,False,True
id-983,True,True,False,True
id-984,False,False,True,False
id-985,True,False,False,False
id-986,False,False,True,False
id-987,False,True,False,False
id-988,False,False,True,False
id-989,False,False,False,True
id-990,False,True,False,False
id-991,False,False,True,False
id-992,False,True,False,False
id-993,False,True,False,False
id-994,True,False,False,False
id-995,False,False,False,True
id-996,True,False,False,False
id-997,True,False,False,False
id-998,False,True,False,False
id-999,True,True,True,False
id-1000,True,False,False,False
id-1001,True,True,True,True
id-1002,True,False,False,False
id-1003,False,True,True,True
id-1004,False,False,True,False
id-1005,False,False,False,True
id-1006,False,True,False,False
id-1007,False,False,True,False
id-1008,False,False,False,True
id-1009,False,False,True,False
id-1010,False,False,False,True
id-1011,True,False,False,False
id-1012,True,False,False,False
id-1013,False,False,False,True
id-1014,False,True,False,False
id-1015,False,False,False,True
id-1016,False,False,False,True
id-1017,False,True,False,False
id-1018,False,False,True,False
id-1019,False,False,True,False
id-1020,False,False,True,False
id-1021,False,True,True,True
id-1022,False,False,False,True
id-1023,False,False,False,True
id-1024,True,True,True,True
id-1025,False,False,True,False
id-1026,False,False,True,False
id-1027,False,True,True,False
id-1028,False,False,False,True
id-1029,True,False,False,False
id-1030,False,True,False,False
id-1031,False,False,True,False
id-1032,False,True,False,False
id-1033,True,False,False,False
id-1034,False,False,False,True
id-1035,False,False,True,True
id-1036,False,False,True,False
id-1037,True,True,False,True
id-1038,False,False,True,False
id-1039,False,False,True,False
id-1040,False,False,False,True
id-1041,False,True,False,False
id-1042,True,False,False,False
id-1043,True,True,True,False
id-1044,True,False,False,False
id-1045,True,False,False,False
id-1046,True,False,False,False
id-1047,False,True,False,False
id-1048,False,True,False,False
id-1049,False,False,True,True
id-1050,False,False,False,True
id-1051,True,False,False,False
id-1052,False,False,True,False
id-1053,False,False,False,True
id-1054,False,True,False,False
id-1055,True,False,False,False
id-1056,False,False,False,True
id-1057,False,True,False,False
id-1058,False,False,True,False
id-1059,False,True,False,False
id-1060,False,False,False,True
id-1061,False,False,False,True
id-1062,False,True,False,False
id-1063,False,False,False,True
id-1064,True,True,True,True
id-1065,False,True,True,False
id-1066,False,True,False,False
id-1067,False,False,False,True
id-1068,False,False,True,False
id-1069,True,True,True,True
id-1070,False,False,False,True
id-1071,True,False,True,True
id-1072,True,True,True,False
id-1073,False,False,False,True
id-1074,True,False,False,False
id-1075,False,False,False,True
id-1076,False,False,False,True
id-1077,False,False,True,False
id-1078,False,False,False,True
id-1079,False,True,False,True
id-1080,False,False,False,True
id-1081,False,False,False,True
id-1082,True,True,False,True
id-1083,False,True,True,True
id-1084,False,False,False,True
id-1085,False,False,False,True
id-1086,False,True,False,False
id-1087,True,False,False,False
id-1088,True,False,False,False
id-1089,False,False,False,True
id-1090,False,False,False,True
id-1091,True,False,False,False
id-1092,False,True,False,False
id-1093,False,False,False,True
id-1094,False,False,False,True
id-1095,False,False,False,True
id-1096,True,False,False,False
id-1097,True,False,False,False
id-1098,False,True,False,True
id-1099,False,False,True,False
id-1100,False,True,False,False
id-1101,False,False,False,True
id-1102,True,True,True,True
id-1103,True,False,False,False
id-1104,False,True,False,False
id-1105,True,False,False,False
id-1106,False,False,True,False
id-1107,True,False,False,False
id-1108,False,True,False,False
id-1109,False,True,True,False
id-1110,False,True,False,False
id-1111,True,False,False,False
id-1112,False,True,False,False
id-1113,False,False,True,False
id-1114,True,False,False,False
id-1115,True,False,False,True
id-1116,False,False,False,True
id-1117,True,False,False,False
id-1118,True,True,False,True
id-1119,False,True,False,False
id-1120,True,False,False,False
id-1121,False,False,False,True
id-1122,True,False,True,True
id-1123,True,False,False,True
id-1124,False,False,False,True
id-1125,True,True,False,False
id-1126,True,False,True,True
id-1127,True,False,True,True
id-1128,False,False,False,True
id-1129,False,False,False,True
id-1130,False,True,True,False
id-1131,True,False,False,False
id-1132,True,True,True,True
id-1133,False,False,True,False
id-1134,False,False,False,True
id-1135,True,False,False,False
id-1136,True,False,False,False
id-1137,False,False,True,False
id-1138,False,False,False,True
id-1139,False,False,True,False
id-1140,True,True,True,True
id-1141,False,True,False,False
id-1142,True,False,False,True
id-1143,False,True,False,False
id-1144,True,False,False,True
id-1145,False,False,False,True
id-1146,False,False,False,True
id-1147,False,False,True,False
id-1148,False,False,False,True
id-1149,True,True,True,True
id-1150,False,False,True,False
