uid,mod0,mod1,mod2,mod3
id-85,False,False,False,True
id-86,False,False,True,False
id-87,False,True,True,False
id-88,True,True,True,True
id-89,False,False,True,False
id-90,True,True,True,True
id-91,False,True,False,False
id-92,True,True,False,True
id-93,False,False,True,False
id-94,False,False,True,False
id-95,False,False,False,True
id-96,False,True,False,False
id-97,False,False,True,False
id-98,False,False,False,True
id-99,True,False,False,False
id-100,False,False,False,True
id-101,True,True,False,False
id-102,True,True,True,True
id-103,True,True,False,False
id-104,False,True,False,False
id-105,False,True,False,False
id-106,False,False,True,False
id-107,False,True,False,False
id-108,False,False,True,True
id-109,False,True,False,False
id-110,True,False,True,False
id-111,False,True,True,True
id-112,False,False,True,True
id-113,True,True,False,True
id-114,False,False,False,True
id-115,True,False,False,False
id-116,True,False,False,False
id-117,False,False,False,True
id-118,True,False,False,False
id-119,False,False,True,True
id-120,False,False,True,False
id-121,True,False,False,True
id-122,True,False,False,False
id-123,False,False,False,True
id-124,True,True,True,True
id-125,False,True,False,False
id-126,True,True,True,True
id-127,False,False,False,True
id-128,False,False,False,True
id-129,False,True,False,False
id-130,True,False,False,False
id-131,False,True,False,False
id-132,True,False,False,False
id-133,True,False,False,False
id-134,True,False,False,False
id-135,True,True,True,True
id-136,True,False,False,False
id-137,True,False,True,True
id-138,False,False,False,True
id-139,False,True,False,False
id-140,False,True,False,False
id-141,False,False,False,True
id-142,True,True,True,True
id-143,False,False,False,True
id-144,False,False,True,False
id-145,True,True,True,True
id-146,True,True,False,True
id-147,False,False,True,False
id-148,True,True,True,True
id-149,False,True,True,False
id-150,True,True,True,False
id-151,False,True,True,False
id-152,False,False,False,True
id-153,False,True,True,False
id-154,False,True,False,True
id-155,True,False,False,False
id-156,False,False,False,True
id-157,False,True,True,True
id-158,True,False,False,False
id-159,True,False,False,False
id-160,True,False,False,True
id-161,True,False,True,False
id-162,False,True,False,True
id-163,True,False,True,True
id-164,False,False,False,True
id-165,False,False,False,True
id-166,True,False,True,False
id-167,True,False,False,False
id-168,False,True,False,False
id-169,False,False,False,True
id-170,False,True,False,False
id-171,True,False,False,False
id-172,True,False,True,True
id-173,False,True,False,False
id-174,False,False,False,True
id-175,False,False,False,True
id-176,False,False,False,True
id-177,False,False,True,False
id-178,False,False,False,True
id-179,True,False,False,False
id-180,False,False,False,True
id-181,False,False,True,True
id-182,True,False,False,False
id-183,False,False,True,False
id-184,False,False,True,False
id-185,False,False,False,True
id-186,True,False,False,False
id-187,False,False,True,False
id-188,True,True,True,True
id-189,True,True,False,False
id-190,False,False,True,False
id-191,True,False,False,False
id-192,True,True,True,True
id-193,False,False,True,True
id-194,False,False,True,False
id-195,True,False,False,False
id-196,True,True,True,False
id-197,False,False,True,False
id-198,True,True,True,False
id-199,False,False,True,False
id-200,False,True,True,False
id-201,False,True,True,False
id-202,True,False,False,False
id-203,True,True,True,True
id-204,False,True,False,False
id-205,True,True,True,True
id-206,True,False,False,False
id-207,True,False,False,False
id-208,False,False,False,True
id-209,False,False,True,False
id-210,True,True,True,True
id-211,True,True,True,False
id-212,False,False,False,True
id-213,False,True,True,True
id-214,False,True,False,False
id-215,False,True,False,False
id-216,False,False,True,False
id-217,True,False,False,False
id-218,False,True,False,False
id-219,False,True,True,False
id-220,True,True,True,False
id-221,True,False,False,False
id-222,True,False,False,True
id-223,False,True,False,False
id-224,False,False,True,False
id-225,False,False,False,True
id-226,True,False,False,False
id-227,True,False,False,False
id-228,False,True,False,False
id-229,False,True,False,False
id-230,False,True,False,False
id-231,False,False,True,False
id-232,True,True,True,False
id-233,True,False,False,True
id-234,True,True,True,False
id-235,False,False,False,True
id-236,False,False,False,True
id-237,False,False,True,False
id-238,False,False,True,False
id-239,False,False,True,False
id-240,False,False,True,False
id-241,False,True,False,False
id-242,True,True,True,False
id-243,False,False,True,False
id-244,True,False,False,False
id-245,False,True,False,False
id-246,False,True,False,False
id-247,False,False,True,True
id-248,False,True,False,False
id-249,True,True,True,False
id-250,True,False,False,False
id-251,False,False,True,False
id-252,True,True,False,True
id-253,False,True,False,False
id-254,False,True,False,False
id-255,False,True,True,True
id-256,False,True,True,False
id-257,True,False,True,True
id-258,False,False,False,True
id-259,False,False,True,False
id-260,False,False,False,True
id-261,True,True,True,True
id-262,False,True,False,True
id-263,False,False,False,True
id-264,True,False,True,False
id-265,False,True,False,False
id-266,True,True,False,False
id-267,False,False,True,False
id-268,False,True,False,False
id-269,True,False,False,False
id-270,False,False,True,False
id-271,False,True,False,True
id-272,False,True,False,False
id-273,False,False,True,False
id-274,True,False,False,False
id-275,False,True,True,False
id-276,False,False,False,True
id-277,True,False,True,False
id-278,False,False,True,False
id-279,False,False,True,False
id-280,True,False,False,True
id-281,True,True,True,True
id-282,True,False,False,True
id-283,True,False,False,False
id-284,True,False,False,False
id-285,False,False,True,False
id-286,False,True,False,False
id-287,False,False,False,True
id-288,False,True,True,True
id-289,True,True,True,True
id-290,True,False,False,False
id-291,True,False,True,False
id-292,True,True,False,False
id-293,True,False,False,False
id-294,True,False,False,False
id-295,False,False,True,False
id-296,True,False,False,False
id-297,True,False,False,True
id-298,True,True,True,False
id-299,True,False,False,False
id-300,False,False,True,True
id-301,False,False,True,True
id-302,False,True,True,False
id-303,True,True,False,False
id-304,True,True,True,False
id-305,False,False,True,False
id-306,False,True,True,True
id-307,True,False,False,False
id-308,False,False,False,True
id-309,False,False,True,False
id-310,False,True,True,False
id-311,False,True,False,False
id-312,False,False,True,False
id-313,False,True,False,False
id-314,False,True,False,False
id-315,True,True,True,True
id-316,True,False,False,True
id-317,True,False,True,True
id-318,True,True,True,True
id-319,False,True,False,False
id-320,True,False,True,False
id-321,False,False,True,False
id-322,False,True,False,True
id-323,True,False,False,False
id-324,False,False,False,True
id-325,False,True,False,True
id-326,False,True,False,False
id-327,False,True,False,False
id-328,False,False,False,True
id-329,True,True,True,False
id-330,True,False,False,False
id-331,False,False,False,True
id-332,True,False,True,True
id-333,False,True,False,False
id-334,True,False,True,False
id-335,False,True,False,False
id-336,False,False,False,True
id-337,True,False,True,True
id-338,True,False,False,False
id-339,False,False,True,False
id-340,True,False,False,False
id-341,False,False,True,False
id-342,True,True,False,False
id-343,False,True,False,False
id-344,False,True,False,False
id-345,False,True,False,False
id-346,True,True,True,True
id-347,True,False,False,False
id-348,False,False,False,True
id-349,False,False,False,True
id-350,False,False,False,True
id-351,True,False,False,False
id-352,False,True,False,False
id-353,False,True,True,False
id-354,True,False,False,False
id-355,False,False,False,True
id-356,True,True,True,False
id-357,True,False,False,False
id-358,False,False,True,True
id-359,False,False,False,True
id-360,False,True,False,False
id-361,False,True,False,False
id-362,True,True,False,True
id-363,False,False,True,False
id-364,False,False,False,True
id-365,False,True,True,True
id-366,True,True,True,True
id-367,True,False,False,False
id-368,False,True,False,False
id-369,False,False,False,True
id-370,False,False,True,False
id-371,False,False,False,True
id-372,True,True,False,False
id-373,False,True,False,False
id-374,False,False,False,True
id-375,False,True,True,True
id-376,False,True,False,False
id-377,False,True,False,False
id-378,True,False,False,True
id-379,True,False,True,False
id-380,True,False,False,False
id-381,True,True,False,False
id-382,True,False,False,False
id-383,False,True,False,False
id-384,True,True,True,True
id-385,True,False,True,True
id-386,False,False,True,False
id-387,False,True,False,False
id-388,False,True,False,True
id-389,True,True,False,False
id-390,False,True,False,False
id-391,True,False,True,True
id-392,False,True,False,False
id-393,False,True,False,False
id-394,False,True,True,True
id-395,True,True,True,True
id-396,True,False,True,True
id-397,True,True,True,False
id-398,False,True,True,False
id-399,True,True,True,True
id-400,True,True,False,True
id-401,False,False,True,False
id-402,False,True,False,False
id-403,False,False,False,True
id-404,False,False,True,False
id-405,False,False,False,True
id-406,True,True,False,True
id-407,True,True,True,True
id-408,False,True,False,True
id-409,False,False,True,False
id-410,False,True,False,False
id-411,True,False,False,False
id-412,False,True,True,True
id-413,True,False,True,True
id-414,True,False,False,False
id-415,True,False,False,True
id-416,False,True,True,True
id-417,False,True,True,False
id-418,True,False,True,False
id-419,True,False,False,False
id-420,False,False,False,True
id-421,False,False,False,True
id-422,True,False,False,False
id-423,True,True,True,True
id-424,True,True,False,True
id-425,False,False,False,True
id-426,False,False,False,True
id-427,False,False,False,True
id-428,False,True,False,False
id-429,True,True,True,False
id-430,False,True,False,False
id-431,False,True,False,True
id-432,False,True,False,False
id-433,False,True,False,True
id-434,True,False,False,False
id-435,False,False,True,False
id-436,True,False,False,False
id-437,False,False,False,True
id-438,False,False,False,True
id-439,False,False,True,False
id-440,False,True,False,False
id-441,False,False,False,True
id-442,False,True,False,True
id-443,False,False,True,False
id-444,False,True,False,False
id-445,False,True,False,True
id-446,True,True,True,True
id-447,True,False,False,False
id-448,False,False,True,False
id-449,False,False,False,True
id-450,False,False,False,True
id-451,False,False,True,False
id-452,True,False,False,False
id-453,False,True,False,False
id-454,True,True,False,True
id-455,False,True,False,False
id-456,False,False,True,False
id-457,False,False,False,True
id-458,True,False,False,False
id-459,False,True,False,False
id-460,True,False,False,False
id-461,False,True,False,False
id-462,True,False,False,False
id-463,False,False,False,True
id-464,True,True,True,True
id-465,False,True,True,False
id-466,True,False,False,False
id-467,True,True,True,False
id-468,False,False,True,False
id-469,True,False,False,True
id-470,True,False,False,True
id-471,True,True,True,False
id-472,True,False,False,False
id-473,False,False,True,False
id-474,False,False,True,False
id-475,False,False,True,False
id-476,False,False,True,True
id-477,True,True,False,False
id-478,False,False,True,False
id-479,False,True,True,False
id-480,True,True,True,True
id-481,True,True,False,False
id-482,True,False,True,True
id-483,False,False,True,False
id-484,True,False,True,False
id-485,True,True,False,False
id-486,True,False,True,True
id-487,False,True,False,True
id-488,False,False,True,False
id-489,True,False,True,True
id-490,True,False,False,False
id-491,True,False,False,True
id-492,True,False,True,True
id-493,True,False,False,False
id-494,True,False,True,False
id-495,False,False,False,True
id-496,False,True,False,False
id-497,False,False,True,False
id-498,False,False,True,False
id-499,False,False,True,False
id-500,False,True,False,False
id-501,True,True,True,True
id-502,True,True,True,True
id-503,True,True,False,False
id-504,False,False,False,True
id-505,True,False,True,True
id-506,False,True,False,False
id-507,True,False,False,True
id-508,False,False,False,True
id-509,False,False,True,False
id-510,True,True,False,False
id-511,False,True,False,False
id-512,True,False,False,False
id-513,True,False,False,True
id-514,False,True,False,False
id-515,True,False,False,False
id-516,True,False,False,False
id-517,True,False,False,False
id-518,False,False,True,False
id-519,True,True,True,False
id-520,False,False,True,False
id-521,False,False,False,True
id-522,True,False,False,False
id-523,False,True,False,False
id-524,False,False,True,False
id-525,False,True,False,False
id-526,False,True,False,False
id-527,False,False,False,True
id-528,False,False,True,False
id-529,True,True,True,False
id-530,True,True,False,True
id-531,True,False,False,True
id-532,True,False,True,True
id-533,True,False,False,False
id-534,True,False,False,False
id-535,False,False,True,False
id-536,False,True,True,True
id-537,False,False,False,True
id-538,False,False,True,False
id-539,False,True,True,False
id-540,False,False,False,True
id-541,True,False,False,True
id-542,False,True,True,False
id-543,True,True,True,True
id-544,False,False,True,True
id-545,False,False,False,True
id-546,False,False,False,True
id-547,True,False,False,False
id-548,True,False,False,False
id-549,True,True,True,False
id-550,True,False,True,True
id-551,True,False,False,False
id-552,False,False,False,True
id-553,True,True,True,True
id-554,False,False,True,False
id-555,False,True,False,False
id-556,True,False,True,False
id-557,False,False,True,False
id-558,False,False,True,True
id-559,False,False,True,False
id-560,True,True,False,True
id-561,False,True,True,True
id-562,True,False,False,True
id-563,False,True,False,True
id-564,True,False,False,False
id-565,False,True,True,False
id-566,False,True,False,False
id-567,False,False,True,False
id-568,True,False,False,True
id-569,False,False,False,True
id-570,False,False,True,False
id-571,False,True,False,True
id-572,False,True,True,False
id-573,False,False,False,True
id-574,True,False,False,False
id-575,True,False,True,False
id-576,False,False,False,True
id-577,True,False,False,False
id-578,True,False,True,False
id-579,True,False,False,True
id-580,False,True,False,False
id-581,True,True,True,False
id-582,True,True,True,True
id-583,True,False,False,False
id-584,False,True,False,False
id-585,False,False,True,False
id-586,False,False,False,True
id-587,False,False,False,True
id-588,False,False,True,True
id-589,True,False,True,True
id-590,False,True,False,True
id-591,True,False,False,False
id-592,True,True,False,True
id-593,False,True,False,False
id-594,False,False,True,False
id-595,True,True,True,True
id-596,True,True,False,False
id-597,True,False,False,True
id-598,False,True,False,False
id-599,False,False,False,True
id-600,True,True,True,True
id-601,True,True,True,True
id-602,False,False,True,False
id-603,True,True,False,False
id-604,False,True,True,False
id-605,False,False,False,True
id-606,False,False,True,False
id-607,False,False,False,True
id-608,False,True,True,False
id-609,False,False,True,True
id-610,False,True,False,False
id-611,False,False,False,True
id-612,False,True,False,False
id-613,True,True,True,False
id-614,False,False,False,True
id-615,False,False,False,True
id-616,False,False,False,True
id-617,False,True,False,False
id-618,False,False,True,False
id-619,True,False,False,False
id-620,True,False,False,False
id-621,False,False,True,False
id-622,False,False,False,True
id-623,False,False,True,False
id-624,True,True,True,True
id-625,False,False,False,True
id-626,False,True,False,False
id-627,True,False,False,False
id-628,False,True,False,False
id-629,False,True,False,False
id-630,False,False,False,True
id-631,True,False,False,False
id-632,False,False,True,False
id-633,False,True,False,False
id-634,False,False,True,True
id-635,False,False,False,True
id-636,True,False,False,True
id-637,False,False,True,False
id-638,True,True,True,True
id-639,False,False,True,True
id-640,True,False,True,False
id-641,True,True,True,True
id-642,True,True,False,False
id-643,False,True,True,True
id-644,False,True,False,False
id-645,False,True,False,False
id-646,True,False,False,True
id-647,True,True,True,True
id-648,False,False,False,True
id-649,False,True,False,False
id-650,False,False,False,True
id-651,True,False,False,False
id-652,False,True,False,False
id-653,False,True,False,False
id-654,False,False,True,True
id-655,False,False,True,False
id-656,False,True,False,False
id-657,False,False,True,False
id-658,False,False,True,False
id-659,True,False,False,True
id-660,False,False,True,True
id-661,False,False,True,False
id-662,False,False,False,True
id-663,True,False,True,False
id-664,True,True,True,True
id-665,False,False,False,True
id-666,False,False,True,False
id-667,False,False,False,True
id-668,False,True,True,True
id-669,True,False,False,False
id-670,False,True,False,False
id-671,False,True,False,False
id-672,False,True,False,True
id-673,False,False,False,True
id-674,True,False,False,False
id-675,True,False,True,False
id-676,False,True,True,True
id-677,True,False,False,False
id-678,False,True,False,True
id-679,False,True,False,False
id-680,True,True,True,True
id-681,True,True,False,False
id-682,True,False,False,False
id-683,False,True,False,False
id-684,True,True,True,True
id-685,True,False,True,True
id-686,False,True,False,True
id-687,False,False,False,True
id-688,True,False,False,True
id-689,True,True,True,False
id-690,False,False,True,False
id-691,True,False,False,False
id-692,False,True,True,True
id-693,True,True,True,False
id-694,False,False,True,True
id-695,False,False,True,False
id-696,False,False,True,False
id-697,True,False,True,True
id-698,True,True,True,False
id-699,False,False,True,False
id-700,True,False,False,False
id-701,False,True,False,False
id-702,False,False,True,False
id-703,True,True,False,True
id-704,True,True,False,False
id-705,True,False,False,True
id-706,True,False,True,True
id-707,True,True,False,False
id-708,True,False,True,True
id-709,False,True,True,True
id-710,False,False,False,True
id-711,True,False,False,False
id-712,False,True,True,False
id-713,False,True,False,False
id-714,False,True,True,True
id-715,False,False,False,True
id-716,False,False,False,True
id-717,True,False,False,False
id-718,False,True,False,False
id-719,True,False,False,False
id-720,True,False,False,True
id-721,False,False,True,False
id-722,True,False,False,False
id-723,True,True,True,False
id-724,False,False,False,True
id-725,True,False,False,False
id-726,False,False,True,False
id-727,False,True,False,False
id-728,False,False,True,False
id-729,True,True,True,False
id-730,True,False,False,False
id-731,False,False,True,False
id-732,False,False,True,True
id-733,True,True,True,True
id-734,False,True,False,False
id-735,True,True,False,False
id-736,True,False,False,False
id-737,False,True,False,False
id-738,False,False,False,True
id-739,False,False,False,True
id-740,False,True,False,True
id-741,False,False,False,True
id-742,False,False,True,True
id-743,False,False,True,False
id-744,False,True,False,False
id-745,True,True,True,False
id-746,False,False,True,False
id-747,False,False,True,False
id-748,False,False,True,False
id-749,True,False,False,False
id-750,True,False,False,False
id-751,True,False,False,False
id-752,True,True,False,True
id-753,False,False,False,True
id-754,False,True,False,True
id-755,False,False,True,False
id-756,True,False,False,False
id-757,False,False,False,True
id-758,False,False,True,False
id-759,True,True,False,False
id-760,False,False,False,True
id-761,False,False,False,True
id-762,True,True,True,True
id-763,True,False,False,False
id-764,True,True,True,True
id-765,True,False,False,False
id-766,True,False,False,False
id-767,False,True,False,False
id-768,True,False,True,False
id-769,True,False,True,True
id-770,True,False,False,False
id-771,False,False,True,True
id-772,False,True,True,True
id-773,False,False,True,False
id-774,False,False,True,True
id-775,True,True,False,False
id-776,False,False,False,True
id-777,False,False,True,True
id-778,False,False,False,True
id-779,False,False,False,True
id-780,False,False,False,True
id-781,True,False,True,False
id-782,False,False,True,False
id-783,False,False,False,True
id-784,False,False,False,True
id-785,False,True,False,False
id-786,False,True,False,False
id-787,True,False,False,False
id-788,True,True,True,True
id-789,False,False,True,False
id-790,False,False,False,True
id-791,False,False,False,True
id-792,False,True,False,False
id-793,True,True,False,True
id-794,True,False,False,False
id-795,True,False,False,False
id-796,False,True,False,False
id-797,True,True,True,False
id-798,True,False,False,False
id-799,True,True,True,True
id-800,True,True,False,True
id-801,False,True,False,False
id-802,False,True,True,False
id-803,False,False,True,False
id-804,False,False,False,True
id-805,True,False,True,True
id-806,False,False,False,True
id-807,True,True,False,False
id-808,False,False,True,False
id-809,True,False,False,False
id-810,True,True,True,True
id-811,True,True,True,False
id-812,False,True,False,False
id-813,False,False,True,False
id-814,True,False,False,False
id-815,False,False,False,True
id-816,True,True,False,True
id-817,False,True,True,True
id-818,True,True,True,True
id-819,False,True,True,False
id-820,False,True,False,False
id-821,True,False,True,False
id-822,True,False,False,False
id-823,True,False,False,False
id-824,False,False,True,False
id-825,True,False,False,True
id-826,True,False,False,False
id-827,False,True,False,False
id-828,True,False,False,False
id-829,True,False,False,False
id-830,True,False,False,False
id-831,False,False,False,True
id-832,True,False,False,False
id-833,True,False,False,False
id-834,True,True,True,True
id-835,False,False,False,True
id-836,True,True,True,True
id-837,False,False,True,True
id-838,False,False,True,True
id-839,True,False,False,False
id-840,False,False,True,True
id-841,False,True,False,False
id-842,False,False,True,False
id-843,True,True,False,False
id-844,False,True,False,False
id-845,False,False,True,False
id-846,False,True,False,False
id-847,True,True,True,True
id-848,True,True,True,True
id-849,False,False,False,True
id-850,True,False,False,False
id-851,True,False,False,False
id-852,True,False,True,False
id-853,True,True,True,False
id-854,False,True,False,False
id-855,False,False,True,False
id-856,False,False,True,False
id-857,True,True,True,True
id-858,False,False,True,False
id-859,True,False,True,True
id-860,True,False,True,False
id-861,True,True,False,True
id-862,False,False,True,True
id-863,True,False,True,True
id-864,False,False,True,False
id-865,False,False,False,True
id-866,False,False,False,True
id-867,False,True,False,False
id-868,False,True,False,False
id-869,False,False,True,False
id-870,True,True,False,False
id-871,True,True,True,True
id-872,False,False,False,True
id-873,False,True,False,False
id-874,True,True,True,True
id-875,False,True,True,False
id-876,False,False,False,True
id-877,False,True,False,False
id-878,False,False,True,False
id-879,True,True,False,True
id-880,True,True,False,False
id-881,True,False,False,True
id-882,True,False,False,False
id-883,True,True,False,True
id-884,False,True,False,False
id-885,True,False,False,False
id-886,True,True,True,True
id-887,False,False,False,True
id-888,True,False,False,False
id-889,True,True,True,False
id-890,True,False,False,False
id-891,False,True,True,False
id-892,True,False,True,True
id-893,False,True,True,True
id-894,True,True,False,True
id-895,True,True,False,True
id-896,True,False,False,False
id-897,True,False,False,False
id-898,False,True,True,True
id-899,False,False,False,True
id-900,True,False,False,False
id-901,False,False,True,False
id-902,False,False,False,True
id-903,True,False,False,False
id-904,True,False,False,False
id-905,False,False,True,False
id-906,True,False,True,False
id-907,True,False,False,True
id-908,True,True,True,True
id-909,True,False,True,True
id-910,True,True,True,True
id-911,True,False,False,False
id-912,False,False,False,True
id-913,False,True,True,False
id-914,True,False,False,False
id-915,False,False,True,True
id-916,True,False,True,False
id-917,True,False,False,False
id-918,False,False,True,False
id-919,True,False,False,False
id-920,False,False,True,False
id-921,False,True,False,False
id-922,False,True,False,False
id-923,True,True,True,True
id-924,True,False,False,False
id-925,False,False,True,False
id-926,True,True,True,True
id-927,False,False,False,True
id-928,False,True,False,True
id-929,False,True,True,False
id-930,True,False,True,True
id-931,True,True,False,True
id-932,False,True,False,False
id-933,False,False,True,False
id-934,True,True,True,True
id-935,False,False,True,False
id-936,True,False,True,True
id-937,False,True,False,False
id-938,True,False,True,False
id-939,False,True,True,False
id-940,True,False,True,True
id-941,True,True,False,True
id-942,True,True,False,True
id-943,False,False,False,True
id-944,False,True,True,True
id-945,False,False,True,False
id-946,False,True,True,False
id-947,True,True,False,False
id-948,False,False,False,True
id-949,False,False,False,True
id-950,False,True,True,False
id-951,False,True,False,True
id-952,False,True,False,False
id-953,False,True,False,False
id-954,False,False,True,False
id-955,True,False,True,True
id-956,False,False,False,True
id-957,False,False,False,True
id-958,False,False,False,True
id-959,False,True,False,False
id-960,False,False,False,True
id-961,True,False,False,False
id-962,False,False,True,False
id-963,True,True,False,False
id-964,False,False,False,True
id-965,False,False,True,False
id-966,False,False,True,False
id-967,True,True,False,True
id-968,False,False,True,True
id-969,False,True,False,False
id-970,False,True,False,False
id-971,False,False,False,True
id-972,False,True,False,True
id-973,True,False,True,False
id-974,False,True,False,False
id-975,False,True,False,False
id-976,True,True,True,False
id-977,False,True,False,True
id-978,True,False,False,False
id-979,True,False,False,False
id-980,False,False,True,True
id-981,False,False,True,False
id-982,True,True,False,False
id-983,True,False,False,False
id-984,True,False,False,False
id-985,False,False,False,True
id-986,True,False,True,True
id-987,False,True,False,False
id-988,False,True,False,False
id-989,True,False,False,True
id-990,False,True,True,False
id-991,True,False,True,True
id-992,False,True,True,False
id-993,True,True,True,False
id-994,False,True,False,False
id-995,False,False,True,False
id-996,True,True,True,True
id-997,False,True,False,False
id-998,False,False,False,True
id-999,False,False,True,True
id-1000,True,False,False,False
id-1001,False,True,False,False
id-1002,False,True,False,True
id-1003,True,False,False,True
id-1004,True,True,True,True
id-1005,False,False,False,True
id-1006,True,True,False,True
id-1007,False,False,True,False
id-1008,False,False,False,True
id-1009,True,True,False,False
id-1010,True,True,False,True
id-1011,True,False,False,False
id-1012,True,False,True,False
id-1013,False,True,True,False
id-1014,True,True,False,False
id-1015,False,True,False,False
id-1016,True,False,False,False
id-1017,False,False,True,False
id-1018,True,True,True,True
id-1019,False,False,True,False
id-1020,True,False,False,False
id-1021,True,False,False,False
id-1022,False,True,True,False
id-1023,False,True,False,False
id-1024,True,True,False,True
id-1025,False,True,False,True
id-1026,False,False,False,True
id-1027,True,False,False,False
id-1028,True,True,True,False
id-1029,True,False,False,False
id-1030,False,True,True,True
id-1031,True,False,False,True
id-1032,False,True,False,True
id-1033,False,False,True,False
id-1034,False,False,True,False
id-1035,False,False,True,False
id-1036,False,True,False,False
id-1037,False,False,False,True
id-1038,False,False,False,True
id-1039,True,False,False,False
id-1040,True,False,False,False
id-1041,False,True,False,True
id-1042,True,True,True,True
id-1043,True,True,True,True
id-1044,False,False,True,False
id-1045,True,True,True,True
id-1046,False,False,False,True
id-1047,False,False,False,True
id-1048,True,False,False,False
id-1049,True,False,False,True
id-1050,False,False,True,False
id-1051,True,True,True,False
id-1052,True,False,False,False
id-1053,False,False,True,False
id-1054,False,False,False,True
id-1055,False,True,False,False
id-1056,False,False,True,False
id-1057,False,False,False,True
id-1058,True,False,False,True
id-1059,False,True,False,False
id-1060,False,False,True,False
id-1061,False,False,True,True
id-1062,True,True,True,True
id-1063,False,False,True,False
id-1064,True,True,True,False
id-1065,True,True,True,False
id-1066,True,False,False,False
id-1067,False,False,True,False
id-1068,True,True,True,True
id-1069,True,False,False,False
id-1070,True,True,True,True
id-1071,False,False,False,True
id-1072,False,True,True,True
id-1073,False,True,False,False
id-1074,False,True,True,True
id-1075,False,False,False,True
id-1076,False,True,True,True
id-1077,False,True,False,False
id-1078,True,False,False,False
id-1079,True,False,False,False
id-1080,False,False,False,True
id-1081,False,False,False,True
id-1082,False,True,False,False
id-1083,False,False,True,False
id-1084,True,True,False,False
id-1085,False,False,True,False
id-1086,True,False,True,True
id-1087,True,False,True,True
id-1088,True,True,False,True
id-1089,False,False,False,True
id-1090,True,False,False,False
id-1091,True,True,False,True
id-1092,True,False,False,False
id-1093,True,True,True,True
id-1094,False,True,False,False
id-1095,False,True,False,True
id-1096,False,True,False,False
id-1097,False,False,False,True
id-1098,True,False,False,False
id-1099,True,False,True,True
id-1100,True,False,True,False
id-1101,False,False,False,True
id-1102,True,False,False,False
id-1103,False,True,False,False
id-1104,True,False,False,True
id-1105,False,False,True,False
id-1106,False,False,True,False
id-1107,False,False,False,True
id-1108,False,True,False,False
id-1109,False,True,False,True
id-1110,True,False,False,False
id-1111,False,False,True,True
id-1112,True,True,True,True
id-1113,False,False,True,False
id-1114,False,False,False,True
id-1115,False,True,False,False
id-1116,False,True,True,True
id-1117,True,False,False,False
id-1118,False,True,False,True
id-1119,False,True,False,False
id-1120,True,False,False,False
id-1121,True,False,False,True
id-1122,False,False,False,True
id-1123,False,False,False,True
id-1124,False,True,False,False
id-1125,True,True,True,False
id-1126,False,True,False,False
id-1127,False,False,False,True
id-1128,False,True,False,True
id-1129,False,True,False,False
id-1130,False,False,False,True
id-1131,False,True,False,False
id-1132,True,False,False,False
id-1133,True,True,True,True
id-1134,True,True,True,True
id-1135,False,True,True,True
id-1136,True,False,False,True
id-1137,True,False,False,False
id-1138,False,True,False,True
id-1139,True,False,False,True
id-1140,True,True,False,True
id-1141,False,False,True,True
id-1142,False,False,True,False
id-1143,True,False,False,False
id-1144,False,True,False,True
id-1145,True,True,False,False
id-1146,True,True,False,True
id-1147,False,True,False,False
id-1148,True,False,False,False
id-1149,True,True,True,False
id-1150,False,True,False,False
